0.0,0.0002433333

0.0,0.0002794843

3.68377e-11,0.0002103715

-6.51546e-11,0.0002836166

9.221138e-11,0.0002190634

3.162968e-10,0.0002620029

3.071404e-10,0.0002449316

1.878619e-10,0.0002404941

1.298818e-10,0.0002448004

7.608095e-11,0.0002448266

3.579969e-11,0.0002404934

5.472053e-11,0.0002448004

4.176131e-11,0.0002448266

0.5306334,-0.0149582

1.355401,-0.01505094

2.641872,-0.0150515

4.498318,-0.02546189

6.076205,-0.02450639

7.88233,-0.03361707

9.366217,-0.03377175

11.39041,-0.04342121

12.98486,-0.04341473

15.43884,-0.05127976

18.34537,-0.05408128

20.70512,-0.05425426

23.57994,-0.05007813

25.80431,-0.0502911

28.5422,-0.04755741

30.65235,-0.04754073

33.32916,-0.04053655

36.71465,-0.03848993

39.43682,-0.03849922

42.68063,-0.03599275

45.17851,-0.03596013

48.23725,-0.03170484

50.59088,-0.03167889

53.46061,-0.0294453

57.075,-0.02498582

59.96211,-0.0251494

63.31773,-0.02104274

65.88707,-0.0211478

68.93764,-0.01680261

72.59296,-0.01010989

75.47124,-0.01004762

78.85545,-0.008969602

81.44798,-0.008685804

84.51683,-0.01031103

86.8449,-0.01020806

88.41914,-0.01020743

92.04788,-0.02002058

95.13087,-0.02005421

97.44512,-0.02005442

100.2968,-0.02428726

103.8741,-0.02780656

106.7232,-0.02785381

108.7439,-0.0278541

112.7063,-0.02496262

116.0086,-0.0253222

119.7718,-0.02015203

122.6753,-0.02019016

126.0346,-0.0126456

128.5777,-0.01263025

131.6442,-0.007254251

133.9663,-0.007221457

136.9002,-0.001221355

140.5456,-0.001076481

143.4523,-0.0007765975

146.8189,-0.000649013

149.3935,-0.0006179014

152.4191,-0.002816543

156.1089,-0.003894946

159.0134,-0.00385808

161.0507,-0.003948856

163.8335,-0.007122054

165.9816,-0.00714141

168.6598,-0.00808914

172.0244,-0.01038049

176.1079,-0.01378834

179.3799,-0.01363135

181.7135,-0.01356095

184.7263,-0.01780686

188.2067,-0.01821801

190.9264,-0.0183504

194.3115,-0.01206619

198.1304,-0.01540034

201.1123,-0.01522146

204.5459,-0.01217751

207.1466,-0.0122155

210.3023,-0.01078683

212.7091,-0.01050501

214.3456,-0.01050329

216.9174,-0.01340297

219.9614,-0.01659333

223.8553,-0.02013214

227.0019,-0.02023595

230.5497,-0.02127535

233.2563,-0.02193169

236.6715,-0.01973669

240.4092,-0.01753295

243.3,-0.01748495

245.293,-0.01741111

248.0757,-0.01545432

251.3797,-0.01197071

253.9845,-0.01194946

257.1567,-0.01006243

260.9449,-0.005622478

263.9373,-0.005682282

267.4211,-0.003366818

270.0767,-0.003040694

273.2738,-0.001761371

275.7024,-0.001753567

278.7289,6.853248e-05

282.3929,0.004044307

285.2903,0.00398167

288.6783,0.006210286

291.2751,0.006522658

294.4202,0.004901963

296.8145,0.004892076

299.806,-0.0002499961

303.4218,-0.006679044

306.2947,-0.006492484

309.6804,-0.01399255

312.2678,-0.01412886

315.4284,-0.02011666

317.8471,-0.02015319

320.7982,-0.0205001

324.4699,-0.01651137

327.3848,-0.01663893

330.7843,-0.01043272

333.3809,-0.01042119

336.6077,-0.001737905

339.0905,-0.001684937

342.0735,0.007664351

345.7485,0.01530073

348.6637,0.01561109

352.0461,0.01940969

354.63,0.01991386

357.7725,0.01807753

360.1799,0.01806633

363.1003,0.01507573

366.6733,0.01061606

369.5099,0.01052841

372.8157,0.006095206

375.3412,0.005946941

378.4376,0.003773101

380.8069,0.003759841

383.7248,0.001656185

387.325,-0.001620212

390.1883,-0.001587976

393.5922,-0.001665617

396.2051,-0.001817647

399.3552,-0.003130829

401.7643,-0.00313884

404.7628,-0.002008792

408.4227,0.001088612

411.3231,0.001090062

414.75,0.001090011

417.3777,0.0012329

420.498,0.002419812

422.8754,0.002427052

425.8469,0.001414191

429.4901,0.0004168837

432.3838,0.0004151335

435.7721,0.0005107957

438.3667,0.0002903793

441.5099,0.0001460861

443.9035,0.0001452059

446.8511,-0.002720198

449.114,-0.002616232

452.0246,-0.004018282

455.6642,-0.006260547

458.5742,-0.006126781

462.0627,-0.008142859

464.7527,-0.008155158

467.884,-0.01149278

470.2567,-0.0114697

473.2371,-0.0135945

476.876,-0.01571555

479.7731,-0.01565448

481.827,-0.01565411

484.5051,-0.01719121

487.9388,-0.01419635

490.6875,-0.01424753

493.9047,-0.01020959

497.7468,-0.00384383

500.7752,-0.003831443

502.9022,-0.003831367

505.597,0.00471734

509.063,0.01223595

511.829,0.01234626

515.0836,0.01822171

518.8737,0.02178989

521.8528,0.02191988

523.9394,0.02192067

526.5655,0.02241048

529.9531,0.02013177

532.6545,0.02003553

535.9476,0.01785811

539.7963,0.01577958

542.8283,0.01583212

544.9567,0.01583244

547.7073,0.01264296

551.1135,0.009329124

555.1173,0.006988535

558.2963,0.007009035

561.8839,0.007052505

564.6001,0.007039881

566.433,0.007039804

569.1304,0.00473288

572.3702,0.004701314

574.9409,0.004584122

578.0972,0.006440177

581.8262,0.009745377

584.7742,0.009773981

588.2646,0.01190861

590.9351,0.01186496

594.1162,0.01497254

596.5359,0.0149176

599.5346,0.01871823

603.1393,0.01687174

605.9929,0.01702526

609.3027,0.01297027

611.8228,0.01307142

614.9482,0.006562165

617.3444,0.006427569

620.3071,0.002790583

623.9245,0.000374095

626.7905,4.302108e-05

630.2127,0.003183685

632.8445,0.003085621

636.008,0.006327201

638.4231,0.006377086

641.4241,0.007806005

645.0533,0.006983643

647.9315,0.007165181

651.2876,0.003915245

653.8555,0.004017087

656.9811,-0.0003151076

659.3668,-0.0002893118

662.3628,-0.004673748

665.9908,-0.008237791

668.871,-0.008094865

672.2638,-0.009331533

674.8601,-0.00973341

678.0134,-0.007783952

680.4282,-0.007785282

683.435,-0.004148779

685.7489,-0.004126597

688.7902,0.00228899

692.4504,-0.00108317

695.3671,-0.001333629

698.6965,0.003132099

701.2273,0.003193784

704.3199,0.005427992

706.6827,0.005441622

709.8038,0.008656987

713.4214,0.0130578

716.2735,0.01286764

719.6727,0.01814692

722.2773,0.01810101

725.4152,0.02180239

729.1868,0.02001568

732.1605,0.02038634

735.5757,0.01925922

738.1765,0.01919612

741.3207,0.01289711

743.718,0.0130018

746.6081,0.008730627

750.1332,0.003072853

752.9258,0.002808897

756.342,0.002668756

758.9703,0.002165235

762.0999,0.002889081

764.4916,0.002997275

767.4943,0.009612307

771.1251,0.01479493

774.0034,0.01458343

777.3946,0.02032596

779.9919,0.02069021

783.1613,0.02402578

786.9132,0.02508895

789.8744,0.02509543

791.9565,0.02555914

794.7236,0.02453243

798.0632,0.02238315

800.7083,0.02239182

803.9672,0.02128869

806.4865,0.0212734

809.5624,0.01684022

813.2245,0.01694325

816.1124,0.01680533

818.1415,0.01680449

820.8203,0.01473126

824.1444,0.01152897

828.1284,0.009292435

831.3152,0.009278792

834.8839,0.006980478

837.585,0.007040236

840.8548,0.007057815

843.3326,0.006771922

846.3155,0.006644845

849.9648,0.008821202

852.8463,0.008687033

856.3138,0.01176396

858.9855,0.01195595

862.1047,0.01113924

864.4722,0.01149837

867.6276,0.008361808

870.0917,0.008342675

873.0318,0.01263301

876.5872,0.003763199

879.4011,0.003596426

882.6825,0.005681828

885.1846,0.00555155

888.2217,0.007472414

890.5374,0.007661687

893.4876,0.009922308

897.1332,0.0110182

900.0475,0.01117655

903.4929,0.009264343

906.1322,0.009313457

909.2794,0.007097554

911.6807,0.007114481

914.8158,0.004772995

918.4602,0.003754416

921.328,0.003813313

924.6894,0.002644877

927.2446,0.002473083

930.3026,0.003311886

932.6348,0.003329892

935.6928,0.01513846

939.3545,0.01380739

942.2615,0.01356483

945.6746,0.01720878

948.286,0.01748657

951.369,0.02176454

953.7094,0.02179064

956.6974,0.02510215

960.3174,0.02743833

963.1964,0.02762157

966.5117,0.02464983

969.0328,0.02480526

972.2753,0.01850342

974.7854,0.01846498

977.7599,0.01310252

981.3485,0.007563538

984.1823,0.007335084

987.4597,0.006017694

989.9587,0.005741103

993.1884,0.009872693

995.6902,0.009897895

998.6666,0.01301001

1002.28,0.01957867

1005.134,0.01960118

1008.506,0.03109815

1011.093,0.03055229

1014.172,0.04150867

1016.525,0.0415755

1019.458,0.0448586

1023.028,0.04155369

1025.859,0.04174142

1029.221,0.03671196

1031.807,0.03734039

1034.896,0.03050994

1037.271,0.03046827

1040.053,0.02309314

1043.529,0.01846386

1046.284,0.01817585

1049.554,0.01688832

1052.068,0.0165988

1055.229,0.01772706

1057.669,0.01773394

1060.615,0.01981156

1064.171,0.02202289

1066.976,0.02182827

1070.272,0.02296567

1072.797,0.02314594

1075.918,0.02622468

1078.312,0.02624346

